Scientific_Name,Duration,Active_Growth_Period,Foliage_Color,pH_Min,pH_Max,Precip_Min,Precip_Max,Shade_Tolerance,Temp_Min_F
Erigeron strigosus var. beyrichii,"Annual, Biennial",,,,,,,,
Eriocaulon,,,,,,,,,
Eriocaulon aquaticum,Perennial,,,,,,,,
Eriocaulon compressum,Perennial,,,,,,,,
Eriocaulon decangulare,Perennial,Spring,Dark Green,4,7.6,40,60,Intolerant,-8
Eriocaulon decangulare var. decangulare,Perennial,,,,,,,,
Eriocaulon parkeri,Perennial,,,,,,,,
Eriochloa,,,,,,,,,
Eriochloa acuminata,Annual,,,,,,,,
Eriochloa acuminata var. acuminata,Annual,,,,,,,,
Eriochloa acuminata var. minor,Annual,,,,,,,,
Eriochloa punctata,"Annual, Perennial",,,,,,,,
Eriophorum,,,,,,,,,
Eriophorum gracile,Perennial,Summer,Green,4,6.5,24,55,Intolerant,-43
Eriophorum gracile var. gracile,Perennial,,,,,,,,
Eriophorum virginicum,Perennial,Summer,Green,3.8,6.5,35,50,Intolerant,-33
Erodium,,,,,,,,,
Erodium cicutarium,"Annual, Biennial",,,,,,,,
Erodium cicutarium ssp. cicutarium,"Annual, Biennial",,,,,,,,
Eruca,,,,,,,,,
Eruca vesicaria,Annual,,,,,,,,
Eruca vesicaria ssp. sativa,Annual,,,,,,,,
Erucastrum,,,,,,,,,
Erucastrum gallicum,"Annual, Biennial",,,,,,,,
Eryngium,,,,,,,,,
Eryngium aquaticum,Biennial,,,,,,,,
Eryngium aquaticum var. aquaticum,Biennial,,,,,,,,
Eryngium campestre,Perennial,,,,,,,,
Eryngium yuccifolium,Perennial,,,,,,,,
Eryngium yuccifolium var. yuccifolium,Perennial,,,,,,,,
Erysimum,,,,,,,,,
Erysimum capitatum,"Biennial, Perennial",,,,,,,,
Erysimum capitatum var. capitatum,"Biennial, Perennial",Spring and Summer,Green,6,8.5,12,30,Intolerant,-28
Erysimum cheiranthoides,"Annual, Biennial",,,,,,,,
Erysimum inconspicuum,"Biennial, Perennial",,,,,,,,
Erysimum inconspicuum var. inconspicuum,"Biennial, Perennial",,,,,,,,
Erysimum repandum,Annual,,,,,,,,
Erythronium,,,,,,,,,
Erythronium albidum,Perennial,,,,,,,,
Erythronium americanum,Perennial,,,,,,,,
Erythronium americanum ssp. americanum,Perennial,,,,,,,,
Erythronium umbilicatum,Perennial,,,,,,,,
Erythronium umbilicatum ssp. umbilicatum,Perennial,,,,,,,,
Eubotrys,,,,,,,,,
Eubotrys racemosa,Perennial,,,,,,,,
Euonymus,,,,,,,,,
Euonymus alatus,Perennial,,,,,,,,
Euonymus alatus var. alatus,Perennial,,,,,,,,
Euonymus americanus,Perennial,,,,,,,,
Euonymus atropurpureus,Perennial,,,,,,,,
Euonymus atropurpureus var. atropurpureus,Perennial,,,,,,,,
Euonymus fortunei,Perennial,,,,,,,,
Euonymus fortunei var. radicans,Perennial,,,,,,,,
Eupatorium,,,,,,,,,
Eupatorium album,Perennial,,,,,,,,
Eupatorium album var. album,Perennial,,,,,,,,
Eupatorium altissimum,Perennial,,,,,,,,
Eupatorium cannabinum,Perennial,,,,,,,,
Eupatorium capillifolium,Perennial,,,,,,,,
Eupatorium godfreyanum,Perennial,,,,,,,,
Eupatorium hyssopifolium,Perennial,,,,,,,,
Eupatorium hyssopifolium var. calcaratum,Perennial,,,,,,,,
Eupatorium hyssopifolium var. hyssopifolium,Perennial,,,,,,,,
Eupatorium hyssopifolium var. laciniatum,Perennial,,,,,,,,
Eupatorium leucolepis,Perennial,,,,,,,,
Eupatorium leucolepis var. leucolepis,Perennial,,,,,,,,
Eupatorium perfoliatum,Perennial,,,,,,,,
Eupatorium perfoliatum var. perfoliatum,Perennial,,,,,,,,
Eupatorium pilosum,Perennial,,,,,,,,
Eupatorium rotundifolium,Perennial,,,,,,,,
Eupatorium rotundifolium var. ovatum,Perennial,,,,,,,,
Eupatorium rotundifolium var. rotundifolium,Perennial,,,,,,,,
Eupatorium semiserratum,Perennial,,,,,,,,
Eupatorium serotinum,Perennial,,,,,,,,
Eupatorium sessilifolium,Perennial,,,,,,,,
Eupatorium sessilifolium var. brittonianum,Perennial,,,,,,,,
Eupatorium sessilifolium var. sessilifolium,Perennial,,,,,,,,
Eupatorium sessilifolium var. vaseyi,Perennial,,,,,,,,
Euphorbia,,,,,,,,,
Euphorbia commutata,Annual,,,,,,,,
Euphorbia corollata,Perennial,,,,,,,,
Euphorbia cyathophora,"Annual, Perennial",,,,,,,,
Euphorbia cyparissias,Perennial,,,,,,,,
Euphorbia dentata,Annual,,,,,,,,
Euphorbia dentata var. dentata,Annual,,,,,,,,
Euphorbia esula,Perennial,,,,,,,,
Euphorbia esula var. esula,Perennial,,,,,,,,
Euphorbia falcata,Annual,,,,,,,,
Euphorbia helioscopia,Annual,,,,,,,,
Euphorbia herniarifolia,Perennial,,,,,,,,
Euphorbia ipecacuanhae,Perennial,,,,,,,,
Euphorbia lathyris,Annual,,,,,,,,
Euphorbia marginata,Annual,,,,,,,,
Euphorbia peplus,Annual,,,,,,,,
Euphorbia pubentissima,Perennial,,,,,,,,
Euphorbia purpurea,Perennial,,,,,,,,
Euphorbia spathulata,"Annual, Perennial",,,,,,,,
Eurybia,,,,,,,,,
Eurybia compacta,Perennial,,,,,,,,
Eurybia divaricata,Perennial,,,,,,,,
Eurybia macrophylla,Perennial,"Spring, Summer, Fall",Dark Green,4.9,6.9,35,55,Tolerant,-28
Eurybia radula,Perennial,,,,,,,,
Eurybia schreberi,Perennial,,,,,,,,
Eurybia spectabilis,Perennial,,,,,,,,
Euthamia,,,,,,,,,
Euthamia caroliniana,Perennial,,,,,,,,
Euthamia graminifolia,Perennial,,,,,,,,
Euthamia graminifolia var. graminifolia,Perennial,,,,,,,,
Eutrochium,Perennial,,,,,,,,
Eutrochium dubium,Perennial,,,,,,,,
Eutrochium fistulosum,Perennial,,,,,,,,
Eutrochium maculatum,Perennial,,,,,,,,
Eutrochium maculatum var. maculatum,Perennial,,,,,,,,
Eutrochium purpureum,Perennial,,,,,,,,
Eutrochium purpureum var. purpureum,Perennial,,,,,,,,
Evolvulus,,,,,,,,,
Evolvulus filipes,Perennial,,,,,,,,
Fagopyrum,,,,,,,,,
Fagopyrum esculentum,Annual,,Green,6,8.5,15,50,Intermediate,40
Fagus,,,,,,,,,
Fagus grandifolia,Perennial,Spring and Summer,Green,4.1,7.2,28,80,Tolerant,-44
Fagus sylvatica,Perennial,,,,,,,,
Falcaria,,,,,,,,,
Falcaria vulgaris,Perennial,,,,,,,,
Festuca,,,,,,,,,
Festuca brevipila,Perennial,,,,,,,,
Festuca filiformis,Perennial,,,,,,,,
Festuca paradoxa,Perennial,,,,,,,,
Festuca rubra,Perennial,Spring and Fall,Green,5,7.5,30,70,Tolerant,-43
Festuca rubra ssp. rubra,Perennial,,,,,,,,
Festuca subverticillata,Perennial,Spring and Summer,Green,5.5,7.2,32,60,Intermediate,-43
Ficus,,,,,,,,,
Ficus carica,Perennial,,,,,,,,
Filago,,,,,,,,,
Filago vulgaris,Annual,,,,,,,,
Filipendula,,,,,,,,,
Filipendula rubra,Perennial,,,,,,,,
Fimbristylis,,,,,,,,,
Fimbristylis annua,Annual,,,,,,,,
Fimbristylis autumnalis,Annual,,,,,,,,
Fimbristylis caroliniana,Perennial,,,,,,,,
Fimbristylis castanea,Perennial,,,,,,,,
Fimbristylis perpusilla,Annual,,,,,,,,
Fimbristylis puberula,Perennial,,,,,,,,
Fimbristylis puberula var. puberula,Perennial,,,,,,,,
Firmiana,,,,,,,,,
Firmiana simplex,Perennial,,,,,,,,
Fissidens,,,,,,,,,
Fissidens exilis,,,,,,,,,
Flaveria,,,,,,,,,
Flaveria trinervia,Annual,,,,,,,,
Floerkea,,,,,,,,,
Floerkea proserpinacoides,Annual,,,,,,,,
Foeniculum,,,,,,,,,
Foeniculum vulgare,"Biennial, Perennial",,,,,,,,
Forsythia,,,,,,,,,
Forsythia suspensa,Perennial,Spring and Summer,Green,5,7.5,32,60,Intolerant,-43
Forsythia viridissima,Perennial,,,,,,,,
Fragaria,,,,,,,,,
Fragaria vesca,Perennial,,,,,,,,
Fragaria vesca ssp. americana,Perennial,,,,,,,,
Fragaria virginiana,Perennial,,,,,,,,
Fragaria virginiana ssp. virginiana,Perennial,,,,,,,,
Frangula,,,,,,,,,
Frangula alnus,Perennial,,,,,,,,
Frangula caroliniana,Perennial,,Green,6,7.5,16,51,Tolerant,-27
Fraxinus,,,,,,,,,
Fraxinus americana,Perennial,Spring and Summer,Green,4.7,7.5,28,80,Intolerant,-34
Fraxinus nigra,Perennial,Spring and Summer,Green,4.4,8.2,20,50,Intolerant,-47
Fraxinus pennsylvanica,Perennial,Spring and Summer,Yellow-Green,4.7,8.1,15,71,Tolerant,-47
Fraxinus profunda,Perennial,Spring and Summer,Green,4.5,7.3,36,70,Intermediate,-24
Froelichia,,,,,,,,,
Froelichia floridana,Annual,,,,,,,,
Froelichia floridana var. floridana,Annual,,,,,,,,
Froelichia gracilis,Annual,,,,,,,,
Fuirena,,,,,,,,,
Fuirena pumila,Annual,,,,,,,,
Fuirena squarrosa,Perennial,,,,,,,,
Fumaria,,,,,,,,,
Fumaria officinalis,Annual,,,,,,,,
Fumaria officinalis ssp. officinalis,Annual,,,,,,,,
Galactia,,,,,,,,,
Galactia regularis,Perennial,,,,,,,,
Galactia volubilis,Perennial,,,,,,,,
Galanthus,,,,,,,,,
Galanthus nivalis,Perennial,,,,,,,,
Galearis,,,,,,,,,
Galearis spectabilis,Perennial,,,,,,,,
Galega,,,,,,,,,
Galega officinalis,Perennial,,,,,,,,
Galeopsis,,,,,,,,,
Galeopsis tetrahit,Annual,,,,,,,,
Galeopsis tetrahit var. tetrahit,Annual,,,,,,,,
Galinsoga,,,,,,,,,
Galinsoga parviflora,Annual,,,,,,,,
Galinsoga quadriradiata,Annual,,,,,,,,
Galium,,,,,,,,,
Galium aparine,Annual,Spring,Green,5.4,7.2,14,55,Tolerant,52
Galium asprellum,Perennial,Summer,Green,5,7,30,50,Tolerant,-33
Galium boreale,Perennial,Spring and Summer,Green,5,7.2,20,55,Intermediate,-33
Galium circaezans,Perennial,,,,,,,,
Galium circaezans var. circaezans,Perennial,,,,,,,,
Galium circaezans var. hypomalacum,Perennial,,,,,,,,
Galium concinnum,Perennial,,,,,,,,
Galium hispidulum,Perennial,,,,,,,,
Galium lanceolatum,Perennial,,,,,,,,
Galium latifolium,Perennial,,,,,,,,
Galium mollugo,Perennial,,,,,,,,
Galium obtusum,Perennial,Spring and Summer,Green,4.6,7,30,55,Tolerant,-33
Galium obtusum ssp. filifolium,Perennial,,,,,,,,
Galium obtusum ssp. obtusum,Perennial,,,,,,,,
Galium odoratum,Perennial,,,,,,,,
Galium palustre,Perennial,,,,,,,,
Galium pilosum,Perennial,,,,,,,,
Galium pilosum var. pilosum,Perennial,,,,,,,,
Galium pilosum var. puncticulosum,Perennial,,,,,,,,
Galium tinctorium,Perennial,Spring and Summer,Green,4.6,7,32,55,Tolerant,-33
Galium tricornutum,Annual,,,,,,,,
Galium trifidum,Perennial,Summer,Green,4.6,8,16,55,Intermediate,-38
Galium trifidum ssp. trifidum,Perennial,,,,,,,,
Galium triflorum,Perennial,,,,,,,,
Galium verum,Perennial,,,,,,,,
Galium verum var. verum,Perennial,,,,,,,,
Gamochaeta,,,,,,,,,
Gamochaeta argyrinea,Annual,,,,,,,,
Gamochaeta purpurea,"Annual, Biennial",,,,,,,,
Gaultheria,,,,,,,,,
Gaultheria hispidula,Perennial,Spring and Summer,Dark Green,4,6.5,30,60,Tolerant,-28
Gaultheria procumbens,Perennial,"Spring, Summer, Fall",Dark Green,4,6.5,32,60,Tolerant,-33
Gaura,,,,,,,,,
Gaura biennis,Biennial,,,,,,,,
Gaura longiflora,"Annual, Biennial, Perennial",,,,,,,,
Gaylussacia,,,,,,,,,
Gaylussacia baccata,Perennial,Spring and Summer,Green,4.5,6.5,28,60,Tolerant,-33
Gaylussacia brachycera,Perennial,,,,,,,,
Gaylussacia dumosa,Perennial,Spring and Summer,Green,4.3,6.5,28,60,Tolerant,-23
Gaylussacia frondosa,Perennial,Spring,Green,3.8,5.5,32,60,Tolerant,-23
Genista,,,,,,,,,
Genista tinctoria,Perennial,,,,,,,,
Gentiana,,,,,,,,,
Gentiana alba,Perennial,,,,,,,,
Gentiana andrewsii,Perennial,"Spring, Summer, Fall",Green,5.8,7.2,36,60,Intermediate,-38
Gentiana andrewsii var. andrewsii,Perennial,,,,,,,,
Gentiana autumnalis,Perennial,,,,,,,,
Gentiana catesbaei,Perennial,,,,,,,,
Gentiana clausa,Perennial,"Spring, Summer, Fall",Green,5.8,7.2,36,60,Intermediate,-38
Gentiana linearis,Perennial,,,,,,,,
Gentiana puberulenta,Perennial,,,,,,,,
Gentiana saponaria,Perennial,,,,,,,,
Gentiana saponaria var. saponaria,Perennial,,,,,,,,
Gentiana villosa,Perennial,,,,,,,,
Gentianella,,,,,,,,,
Gentianella quinquefolia,"Annual, Perennial",,,,,,,,
Gentianella quinquefolia ssp. quinquefolia,"Annual, Perennial",,,,,,,,
Gentianopsis,,,,,,,,,
Gentianopsis crinita,"Annual, Biennial",,,,,,,,
Geranium,,,,,,,,,
Geranium carolinianum,"Annual, Biennial",,,,,,,,
Geranium carolinianum var. carolinianum,"Annual, Biennial",,,,,,,,
Geranium columbinum,Annual,,,,,,,,
Geranium dissectum,"Annual, Biennial",,,,,,,,
Geranium maculatum,Perennial,,,,,,,,
Geranium molle,"Annual, Biennial, Perennial",,,,,,,,
Geranium pusillum,"Annual, Biennial",,,,,,,,
Geranium robertianum,"Annual, Biennial",,,,,,,,
Geranium robertianum ssp. robertianum,"Annual, Biennial",,,,,,,,
Geranium rotundifolium,Annual,,,,,,,,
Geranium sibiricum,Annual,,,,,,,,
Geranium thunbergii,Perennial,,,,,,,,
Geum,,,,,,,,,
Geum aleppicum,Perennial,,,,,,,,
Geum canadense,Perennial,Spring,Green,4.5,7.5,15,60,Tolerant,-33
Geum canadense var. canadense,Perennial,,,,,,,,
Geum laciniatum,Perennial,Spring and Summer,Green,5,7,36,55,Intermediate,-23
Geum laciniatum var. laciniatum,Perennial,,,,,,,,
Geum laciniatum var. trichocarpum,Perennial,,,,,,,,
Geum rivale,Perennial,Spring and Summer,Green,4.8,7,30,55,Intolerant,-33
Geum vernum,Perennial,Spring and Summer,Green,4.8,7,30,55,Tolerant,-18
Geum virginianum,Perennial,,,,,,,,
Gillenia,,,,,,,,,
Gillenia stipulata,Perennial,,,,,,,,
Gillenia trifoliata,Perennial,,,,,,,,
Glandularia,,,,,,,,,
Glandularia bipinnatifida,"Annual, Perennial",,,,,,,,
Glandularia bipinnatifida var. bipinnatifida,"Annual, Perennial",,,,,,,,
Glaucium,,,,,,,,,
Glaucium flavum,Biennial,,,,,,,,
Glaux,,,,,,,,,
Glaux maritima,Perennial,Spring and Summer,Green,6.5,8.8,12,55,Intolerant,-33
Glebionis,,,,,,,,,
Glebionis segetum,Annual,,,,,,,,
Glechoma,,,,,,,,,
Glechoma hederacea,Perennial,,,,,,,,
Gleditsia,,,,,,,,,
Gleditsia triacanthos,Perennial,Spring and Summer,Green,4.8,8,20,70,Intolerant,-36
Glossostigma,,,,,,,,,
Glossostigma cleistanthum,"Annual, Perennial",,,,,,,,
Glyceria,,,,,,,,,
Glyceria acutiflora,Perennial,,,,,,,,
Glyceria canadensis,Perennial,Spring,Green,5,8.5,20,50,Intolerant,-33
Glyceria fluitans,Perennial,,,,,,,,
Glyceria grandis,Perennial,,,,,,,,
Glyceria grandis var. grandis,Perennial,,,,,,,,
Glyceria laxa,Perennial,,,,,,,,
Glyceria melicaria,Perennial,Spring,Green,4.5,8,35,50,Intolerant,-33
Glyceria obtusa,Perennial,Spring,Green,4,7,40,50,Tolerant,-8
Glyceria septentrionalis,Perennial,,,,,,,,
Glyceria striata,Perennial,Spring,Green,4,8,10,60,Tolerant,-35
Glycine,,,,,,,,,
Glycine max,Annual,Summer,Green,5.5,7.8,16,59,Intolerant,-28
Gnaphalium,,,,,,,,,
Gnaphalium uliginosum,Annual,,,,,,,,
Gomphrena,,,,,,,,,
Gomphrena globosa,Annual,,,,,,,,
Gomphrena serrata,"Annual, Perennial",,,,,,,,
Goodyera,,,,,,,,,
Goodyera pubescens,Perennial,,,,,,,,
Goodyera repens,Perennial,,,,,,,,
Goodyera tesselata,Perennial,,,,,,,,
Gossypium,,,,,,,,,
Gossypium hirsutum,"Annual, Perennial",,,,,,,,
Gossypium hirsutum var. hirsutum,"Annual, Perennial",,,,,,,,
Gratiola,,,,,,,,,
Gratiola aurea,Perennial,,,,,,,,
Gratiola neglecta,Annual,,,,,,,,
Gratiola pilosa,Perennial,,,,,,,,
Gratiola ramosa,Perennial,,,,,,,,
Gratiola virginiana,"Annual, Biennial",,,,,,,,
Gratiola virginiana var. aestuariorum,"Annual, Biennial",,,,,,,,
Gratiola virginiana var. virginiana,"Annual, Biennial",,,,,,,,
Gratiola viscidula,Perennial,,,,,,,,
Grimmia,,,,,,,,,
Grindelia,,,,,,,,,
Grindelia papposa,"Annual, Biennial",,,,,,,,
Grindelia squarrosa,"Annual, Biennial, Perennial",,,,,,,,
Grindelia squarrosa var. squarrosa,"Annual, Biennial, Perennial",,,,,,,,
Guilleminea,,,,,,,,,
Guilleminea densa,Perennial,,,,,,,,
Guilleminea densa var. densa,Perennial,,,,,,,,
Guizotia,,,,,,,,,
Guizotia abyssinica,Annual,,,,,,,,
Gymnocarpium,,,,,,,,,
Gymnocarpium appalachianum,Perennial,,,,,,,,
Gymnocarpium dryopteris,Perennial,,,,,,,,
Gymnocladus,,,,,,,,,
Gymnocladus dioicus,Perennial,Spring and Summer,Green,6,8,,,Intolerant,-32
Gymnopogon,,,,,,,,,
Gymnopogon ambiguus,Perennial,,,,,,,,
Gymnopogon brevifolius,Perennial,,,,,,,,
Gypsophila,,,,,,,,,
Gypsophila pilosa,Annual,,,,,,,,
Hackelia,,,,,,,,,
Hackelia virginiana,"Biennial, Perennial",,,,,,,,
Hackelochloa,,,,,,,,,
Hackelochloa granularis,Annual,,,,,,,,
Hamamelis,,,,,,,,,
Hamamelis virginiana,Perennial,Spring and Summer,Green,4.5,6.2,30,60,Intermediate,-28
Hasteola,,,,,,,,,
Hasteola suaveolens,Perennial,,,,,,,,
Hedeoma,,,,,,,,,
Hedeoma hispida,Annual,,,,,,,,
Hedeoma pulegioides,Annual,,,,,,,,
Hedera,,,,,,,,,
Hedera helix,Perennial,Spring and Summer,Green,5.2,7.8,28,65,Tolerant,-23
Helenium,,,,,,,,,
Helenium amarum,Annual,,,,,,,,
Helenium amarum var. amarum,Annual,,,,,,,,
Helenium autumnale,Perennial,Spring and Summer,Green,4,7.5,10,60,Intolerant,-43
Helenium autumnale var. autumnale,Perennial,,,,,,,,
Helenium flexuosum,Perennial,Spring,Green,4.5,7.5,20,60,Intolerant,-28
Helianthemum,,,,,,,,,
Helianthemum bicknellii,Perennial,,,,,,,,
Helianthemum canadense,Perennial,,,,,,,,
Helianthemum propinquum,Perennial,,,,,,,,
Helianthus,,,,,,,,,
Helianthus angustifolius,Perennial,Spring and Summer,Dark Green,4,7,25,65,Intermediate,-28
Helianthus annuus,Annual,Summer,Green,5.5,7.8,12,60,Intolerant,52
Helianthus debilis,"Annual, Perennial",Spring and Summer,Green,5.2,7.2,35,60,Intolerant,22
Helianthus debilis ssp. cucumerifolius,"Annual, Perennial",,,,,,,,
Helianthus decapetalus,Perennial,,,,,,,,
Helianthus divaricatus,Perennial,,,,,,,,
Helianthus giganteus,Perennial,,,,,,,,
Helianthus grosseserratus,Perennial,"Spring, Summer, Fall",Dark Green,5.8,7.3,20,40,Intolerant,-43
Helianthus hirsutus,Perennial,,,,,,,,
Helianthus ?laetiflorus,Perennial,,,,,,,,
Helianthus laevigatus,Perennial,,,,,,,,
Helianthus ?luxurians,Perennial,,,,,,,,
Helianthus maximiliani,Perennial,,,,,,,,
Helianthus microcephalus,Perennial,,,,,,,,
Helianthus mollis,Perennial,,,,,,,,
Helianthus occidentalis,Perennial,,,,,,,,
Helianthus occidentalis ssp. occidentalis,Perennial,,,,,,,,
Helianthus pauciflorus,Perennial,,,,,,,,
Helianthus pauciflorus ssp. pauciflorus,Perennial,,,,,,,,
Helianthus pauciflorus ssp. subrhomboideus,Perennial,,,,,,,,
Helianthus salicifolius,Perennial,,,,,,,,
Helianthus strumosus,Perennial,,,,,,,,
Helianthus tuberosus,Perennial,Spring and Summer,Yellow-Green,4,7,15,55,Intermediate,-43
Heliopsis,,,,,,,,,
Heliopsis helianthoides,Perennial,,,,,,,,
Heliopsis helianthoides var. helianthoides,Perennial,,,,,,,,
Heliotropium,,,,,,,,,
Heliotropium curassavicum,"Annual, Perennial","Spring, Summer, Fall",Gray-Green,6.5,8.5,10,24,Intolerant,-28
Heliotropium curassavicum var. curassavicum,"Annual, Perennial",,,,,,,,
Heliotropium europaeum,Perennial,,,,,,,,
Heliotropium indicum,Annual,,,,,,,,
Heliotropium procumbens,"Annual, Perennial",,,,,,,,
Heliotropium procumbens var. procumbens,"Annual, Perennial",,,,,,,,
Helleborus,,,,,,,,,
Helleborus viridis,Perennial,,,,,,,,
Helonias,,,,,,,,,
Helonias bullata,Perennial,,,,,,,,
Hemerocallis,,Spring and Summer,Green,4.8,8,28,60,Intermediate,-23
Hemerocallis fulva,Perennial,,,,,,,,
Hemerocallis lilioasphodelus,Perennial,,,,,,,,
Hepatica,,,,,,,,,
Hepatica nobilis,Perennial,,,,,,,,
Hepatica nobilis var. acuta,Perennial,,,,,,,,
Hepatica nobilis var. obtusa,Perennial,,,,,,,,
Heracleum,,,,,,,,,
Heracleum maximum,Perennial,Spring and Summer,Green,5.4,7.3,14,45,Intolerant,-38
Hermbstaedtia,,,,,,,,,
Hermbstaedtia odorata,Perennial,,,,,,,,
Herniaria,,,,,,,,,
Herniaria glabra,"Annual, Perennial",,,,,,,,
Herniaria hirsuta,Annual,,,,,,,,
Herniaria hirsuta ssp. cinerea,Annual,,,,,,,,
Herniaria incana,Perennial,,,,,,,,
Hesperis,,,,,,,,,
Hesperis matronalis,"Biennial, Perennial",Spring and Summer,Green,5,7,32,60,Intermediate,-23
Heteranthera,,,,,,,,,
Heteranthera dubia,"Annual, Perennial",,,,,,,,
Heteranthera multiflora,Annual,,,,,,,,
Heteranthera reniformis,Perennial,,,,,,,,
Heterosperma,,,,,,,,,
Heterosperma pinnatum,Annual,,,,,,,,
Heterotheca,,,,,,,,,
Heterotheca subaxillaris,Annual,,,,,,,,
Heuchera,,,,,,,,,
Heuchera americana,Perennial,,,,,,,,
Heuchera americana var. americana,Perennial,,,,,,,,
Heuchera americana var. hispida,Perennial,,,,,,,,
Heuchera pubescens,Perennial,,,,,,,,
Heuchera villosa,Perennial,,,,,,,,
Heuchera villosa var. villosa,Perennial,,,,,,,,
Hexalectris,,,,,,,,,
Hexalectris spicata,Perennial,,,,,,,,
Hexalectris spicata var. spicata,Perennial,,,,,,,,
Hexastylis,,,,,,,,,
Hexastylis virginica,Perennial,,,,,,,,
Hibiscus,,,,,,,,,
Hibiscus laevis,Perennial,"Spring, Summer, Fall",Green,5.5,7.2,32,60,Intermediate,-13
Hibiscus moscheutos,"Annual, Perennial",Spring,Gray-Green,4,7.5,35,65,Intolerant,-13
Hibiscus syriacus,Perennial,,,,,,,,
Hibiscus trionum,Annual,,,,,,,,
Hieracium,,,,,,,,,
Hieracium aurantiacum,Perennial,,,,,,,,
Hieracium caespitosum,Perennial,,,,,,,,
Hieracium ?floribundum,Perennial,,,,,,,,
Hieracium greenii,Perennial,,,,,,,,
Hieracium gronovii,Perennial,,,,,,,,
Hieracium marianum,Perennial,,,,,,,,
Hieracium paniculatum,Perennial,,,,,,,,
Hieracium pilosella,Perennial,,,,,,,,
Hieracium pilosella var. pilosella,Perennial,,,,,,,,
Hieracium scabrum,Perennial,,,,,,,,
Hieracium scabrum var. scabrum,Perennial,,,,,,,,
Hieracium venosum,Perennial,,,,,,,,
Hierochloe,,,,,,,,,
Hierochloe hirta,Perennial,,,,,,,,
Hierochloe hirta ssp. arctica,Perennial,,,,,,,,
Holcus,,,,,,,,,
Holcus lanatus,Perennial,Spring,White-Gray,4,7,20,65,Intermediate,-23
Holosteum,,,,,,,,,
Holosteum umbellatum,Annual,,,,,,,,
Honckenya,,,,,,,,,
Honckenya peploides,Perennial,,,,,,,,
Honckenya peploides ssp. robusta,Perennial,,,,,,,,
Hordeum,,,,,,,,,
Hordeum brachyantherum,Perennial,Spring and Summer,Green,6,8.5,20,80,Intolerant,-43
Hordeum brachyantherum ssp. brachyantherum,Perennial,,,,,,,,
Hordeum jubatum,Perennial,,,,,,,,
Hordeum jubatum ssp. jubatum,Perennial,,,,,,,,
Hordeum murinum,Annual,,,,,,,,
Hordeum murinum ssp. leporinum,Annual,,,,,,,,
Hordeum murinum ssp. murinum,Annual,,,,,,,,
Hordeum pusillum,Annual,Spring,Green,6.2,8,10,60,Intolerant,32
Hordeum vulgare,Annual,"Fall, Winter and Spring",Green,5,8.5,12,100,Intolerant,-43
Hosta,,,,,,,,,
Hosta lancifolia,Perennial,,,,,,,,
Hosta ventricosa,Perennial,,,,,,,,
Hottonia,,,,,,,,,
Hottonia inflata,Annual,,,,,,,,
Houstonia,,,,,,,,,
Houstonia caerulea,Perennial,,,,,,,,
Houstonia longifolia,Perennial,,,,,,,,
Houstonia purpurea,Perennial,,,,,,,,
Houstonia purpurea var. calycosa,Perennial,,,,,,,,
Houstonia purpurea var. purpurea,Perennial,,,,,,,,
Houstonia pusilla,Annual,,,,,,,,
Houstonia serpyllifolia,Perennial,,,,,,,,
Hudsonia,,,,,,,,,
Hudsonia tomentosa,Perennial,Spring and Summer,Gray-Green,5.5,6.9,35,55,Intolerant,-13
Hudsonia tomentosa var. tomentosa,Perennial,,,,,,,,
Humulus,,,,,,,,,
Humulus japonicus,"Annual, Perennial",,,,,,,,
Humulus lupulus,Perennial,,,,,,,,
Humulus lupulus var. lupuloides,Perennial,,,,,,,,
Humulus lupulus var. lupulus,Perennial,,,,,,,,
Humulus lupulus var. pubescens,Perennial,,,,,,,,
Huperzia,,,,,,,,,
Huperzia lucidula,Perennial,,,,,,,,
Huperzia porophila,Perennial,,,,,,,,
Hybanthus,,,,,,,,,
Hybanthus concolor,Perennial,,,,,,,,
Hydrangea,,,,,,,,,
Hydrangea arborescens,Perennial,,,,,,,,
Hydrastis,,,,,,,,,
Hydrastis canadensis,Perennial,,,,,,,,
